id_siswa,jenis_kelamin,jam_belajar_per_hari,presentase_kehadiran,nilai_tugas,nilai_UTS,nilai_UAS,nilai_partisipasi,akses_internet,kelas_tambahan,pendidikan_orang_tua,jam_tidur,nilai_keseluruhan,nilai
102605,1,7.03,63.5,36.55,87.36,54.42,72.03,0,0,0,8.49,61.75000000000001,1.0
102606,0,2.69,44.49,68.73,84.4,50.88,44.63,0,0,3,5.16,61.566,1.0
102607,1,6.62,68.51,78.69,34.96,73.63,66.81,0,0,0,7.12,63.7805,1.0
102608,0,4.03,65.3,49.35,50.15,69.8,67.59,0,0,3,5.68,60.12649999999999,1.0
102609,0,2.9,66.66,69.89,91.36,67.68,39.9,0,1,3,8.13,71.16199999999999,2.0
102610,0,3.82,42.72,80.07,63.88,47.84,89.2,1,1,0,7.1,61.92,1.0
102611,0,2.61,61.7,88.64,55.1,97.18,98.64,0,0,1,8.16,81.55,2.0
102612,0,9.12,85.39,61.67,92.91,96.51,38.3,1,1,2,5.74,81.709,2.0
102613,0,4.57,62.13,82.35,32.0,30.29,82.11,0,1,3,4.06,49.4955,0.0
102614,0,3.21,82.91,51.12,60.48,53.65,55.08,0,0,1,5.11,57.9205,1.0
102615,0,5.04,62.17,44.91,73.93,33.19,51.73,1,1,1,8.07,50.471,0.0
102616,0,3.88,65.39,43.11,70.64,89.52,44.79,1,0,0,5.58,68.63199999999999,1.0
102617,1,7.7,73.83,55.12,44.82,92.06,36.28,0,1,0,5.6,65.461,1.0
102618,1,9.74,97.04,32.51,67.25,66.28,92.76,1,1,0,6.25,65.4925,1.0
102619,1,4.94,46.53,49.81,78.14,88.78,76.67,1,0,0,5.37,72.89,2.0
102620,1,8.75,41.97,75.66,68.87,79.24,49.66,0,0,3,8.04,69.2465,1.0
102621,1,6.09,76.48,75.35,76.33,64.97,77.64,1,1,0,5.61,72.304,2.0
102622,0,2.42,96.95,35.15,44.21,55.47,74.67,0,1,0,7.02,54.659,0.0
102623,0,7.22,99.38,50.12,87.46,48.64,34.06,0,1,1,6.26,62.257,1.0
102624,0,5.62,69.05,69.87,58.73,48.16,25.85,0,1,1,5.44,55.002500000000005,1.0
102625,0,6.86,68.08,52.3,99.04,69.34,85.27,0,1,2,5.33,74.82399999999998,2.0
102626,0,9.01,78.7,59.26,26.75,41.68,83.03,0,1,1,6.51,49.3005,0.0
102627,0,4.96,73.34,79.9,53.52,42.24,99.72,0,0,0,5.05,61.45000000000001,1.0
102629,1,7.76,92.44,49.35,66.67,72.93,58.63,1,1,2,4.2,67.17,1.0
102630,1,5.4,84.78,39.97,43.24,99.6,73.12,0,0,0,7.95,69.454,1.0
102631,1,6.43,69.81,38.93,80.31,92.25,62.43,1,1,2,4.22,73.375,2.0
102632,1,3.93,67.71,97.13,91.14,79.4,73.94,1,0,2,8.36,84.16600000000001,2.0
102633,0,9.85,78.38,56.36,40.82,84.99,22.35,0,1,0,4.24,61.2965,1.0
102634,0,7.01,67.34,66.9,37.05,59.18,10.14,1,1,1,8.24,51.1035,0.0
102635,0,1.39,67.47,81.37,90.65,50.87,18.37,1,0,1,7.22,65.325,1.0
102636,1,3.94,40.98,33.32,52.1,55.8,44.21,1,1,1,6.53,47.73799999999999,0.0
102637,0,6.61,50.44,46.87,57.59,35.7,39.6,1,0,2,4.72,45.27050000000001,0.0
102638,0,1.51,69.31,88.25,41.57,74.37,88.66,1,1,1,5.28,69.869,1.0
102639,0,1.21,89.36,90.34,56.9,42.24,17.52,0,0,2,7.45,57.765,1.0
102640,1,5.05,56.72,56.11,42.35,83.4,49.84,0,1,3,6.56,61.6555,1.0
102641,0,3.99,71.36,56.24,74.94,43.3,96.2,1,1,2,6.57,61.894,1.0
102642,1,4.94,60.7,82.98,62.42,45.97,55.26,0,1,0,4.67,59.88649999999999,1.0
102643,1,3.36,46.29,50.65,84.1,97.01,21.92,0,1,0,6.38,71.9295,2.0
102644,1,2.48,97.5,38.2,48.45,37.38,36.21,1,1,1,6.95,46.206500000000005,0.0
102645,1,7.2,91.28,48.03,62.92,64.92,66.41,1,0,0,4.61,63.827,1.0
102646,0,5.63,44.71,57.11,44.46,34.39,11.08,1,1,1,8.87,40.15249999999999,0.0
102647,1,2.8,83.19,33.65,95.09,36.33,97.13,0,0,3,8.15,61.25000000000001,1.0
102648,1,3.88,60.85,63.51,64.15,74.35,61.03,1,0,2,5.59,66.95,1.0
102649,0,6.33,99.69,81.8,38.01,74.15,73.37,1,0,0,6.82,69.12100000000001,1.0
102650,0,1.65,58.14,65.96,45.46,43.52,54.91,0,0,1,6.79,51.094,0.0
102651,1,2.33,54.32,35.03,31.22,91.07,96.21,1,0,3,4.53,61.7385,1.0
102652,0,1.66,74.07,60.81,27.09,79.15,63.03,0,1,0,6.19,60.347,1.0
102653,1,8.31,90.11,79.62,64.44,51.04,69.58,0,1,0,5.04,65.86699999999999,1.0
102654,1,7.77,51.55,34.07,50.28,47.39,87.48,0,1,3,5.67,49.87350000000001,0.0
102655,1,7.78,82.56,34.19,97.28,82.8,87.54,1,0,2,8.72,77.148,2.0
102656,1,7.45,43.68,55.94,37.85,81.35,12.54,1,0,0,6.76,54.745,0.0
102657,0,7.02,95.14,43.65,84.54,40.42,35.5,1,0,3,4.33,57.076,1.0
102658,1,5.29,44.86,95.43,48.7,54.44,32.17,1,0,1,7.36,58.018,1.0
102659,0,6.78,94.85,70.69,41.77,45.17,10.6,0,0,0,8.99,50.935,0.0
102660,0,1.35,69.45,50.11,97.72,50.59,88.91,0,0,2,4.84,67.99449999999999,1.0
102661,0,6.59,66.89,79.33,85.19,50.13,38.54,0,0,2,7.41,65.25200000000001,1.0
102662,0,8.0,98.4,56.25,72.3,98.32,41.23,0,0,3,8.12,77.7,2.0
102663,1,5.5,99.42,39.25,77.28,82.51,18.97,1,1,2,8.22,67.8875,1.0
102664,0,4.22,79.01,46.61,99.35,84.6,99.07,0,1,1,7.54,81.57749999999999,2.0
102665,1,3.5,47.63,74.99,69.49,49.42,84.36,1,0,3,8.55,62.8665,1.0
102667,0,7.24,71.75,49.09,29.86,34.07,79.47,0,0,2,4.32,44.32950000000001,0.0
102668,1,8.84,70.87,44.58,75.0,68.71,79.94,0,1,2,4.67,66.7955,1.0
102669,1,4.08,74.17,44.08,74.32,49.98,69.11,1,0,3,4.22,59.217,1.0
102670,1,7.93,41.12,77.79,81.11,43.51,25.66,0,0,1,4.6,57.742,1.0
102671,0,6.05,82.67,87.81,33.16,33.47,74.83,0,1,1,8.08,53.3165,0.0
102672,0,8.95,82.74,80.11,95.87,91.31,61.27,1,0,1,8.48,86.349,3.0
102673,1,5.75,46.93,75.2,66.34,72.01,75.17,0,1,1,5.68,69.0385,1.0
102674,1,5.66,74.21,94.15,73.72,37.52,58.91,1,1,1,8.79,63.704,1.0
102675,1,6.2,74.1,34.09,27.61,83.65,96.07,1,1,3,6.09,60.015,1.0
102676,1,7.74,80.95,41.72,97.07,82.91,66.43,1,1,3,4.86,76.368,2.0
102677,0,9.68,45.12,59.01,67.19,50.26,61.63,0,0,0,7.41,56.8655,1.0
102678,1,1.66,77.59,56.07,67.25,43.19,85.85,1,1,2,6.1,59.487,1.0
102679,1,1.48,56.85,59.26,95.77,86.98,44.13,0,1,1,4.1,76.3355,2.0
102680,1,9.44,70.42,44.45,94.7,53.07,38.42,0,0,2,8.83,62.0235,1.0
102681,1,5.77,86.4,40.47,41.52,89.32,55.29,0,0,3,6.99,63.905,1.0
102682,0,6.53,82.34,65.64,94.83,33.06,62.6,1,0,0,7.07,62.9005,1.0
102683,1,5.34,47.13,94.96,80.25,64.95,29.84,1,1,3,8.91,69.484,1.0
102684,0,1.84,75.47,57.44,26.42,42.57,71.41,0,1,0,8.17,47.6805,0.0
102685,1,7.91,98.15,33.03,42.99,77.04,82.21,1,1,3,5.81,62.3535,1.0
102686,1,7.73,49.41,79.43,55.97,99.8,61.96,1,0,1,4.21,75.94550000000001,2.0
102687,0,3.81,91.17,50.38,68.71,58.88,57.07,1,1,2,5.11,62.685500000000005,1.0
102688,1,3.76,82.15,47.16,77.6,37.02,36.52,1,1,2,5.76,53.656000000000006,0.0
102689,0,8.54,86.44,52.7,40.77,52.24,91.86,0,1,0,8.8,56.8465,1.0
102690,0,1.65,56.92,80.67,87.75,92.41,77.9,1,0,0,8.44,83.89699999999999,2.0
102691,1,8.93,57.27,87.32,88.43,83.6,53.23,1,1,3,4.11,79.88149999999999,2.0
102692,0,3.31,94.36,71.16,72.62,46.25,69.32,1,1,0,8.94,64.9425,1.0
102693,0,6.34,61.59,52.57,94.08,96.75,40.32,0,0,1,5.29,78.0875,2.0
102694,0,9.42,43.78,51.73,85.97,73.55,15.38,0,0,3,7.88,63.497,1.0
102695,0,7.1,76.04,38.7,41.62,41.76,28.35,1,0,1,4.58,43.2,0.0
102696,0,4.73,47.49,95.33,84.9,70.06,17.15,1,0,0,5.1,71.276,2.0
102697,0,7.21,87.8,74.67,96.49,61.59,55.74,0,1,2,6.53,74.967,2.0
102698,0,4.1,78.5,31.89,35.32,87.38,65.99,0,1,1,7.52,60.24,1.0
102699,0,3.5,92.48,76.37,98.4,54.09,44.24,0,1,3,5.73,72.4775,2.0
102700,1,9.97,87.09,61.3,26.87,91.25,57.71,0,1,2,8.37,65.395,1.0
102701,1,7.76,46.73,98.08,64.16,86.84,17.69,1,1,0,8.7,72.492,2.0
102702,0,6.8,62.86,87.33,83.04,77.22,79.3,1,1,1,4.61,79.469,2.0
102703,1,4.2,86.47,41.99,84.28,48.1,12.95,0,0,0,7.59,56.245000000000005,1.0
102704,0,1.44,65.04,80.41,80.1,97.92,67.1,1,1,1,4.66,83.59299999999999,2.0
102705,0,1.28,98.34,63.99,64.7,68.41,49.0,0,0,2,5.7,67.6505,1.0
102706,1,5.99,84.14,43.09,73.82,93.53,26.54,0,1,3,8.1,70.87650000000001,2.0
102707,0,7.86,40.93,78.91,77.49,45.1,57.08,1,1,0,5.68,60.7405,1.0
102708,0,5.84,92.8,68.32,62.09,98.84,80.29,0,0,2,8.54,81.0895,2.0
102709,0,8.57,46.05,32.13,69.68,87.12,47.22,1,0,2,6.06,63.665000000000006,1.0
102710,0,1.3,48.43,75.26,88.48,96.45,43.09,1,0,3,5.55,80.0815,2.0
102711,1,4.3,84.07,74.45,48.47,44.87,22.82,1,1,3,8.95,53.401,0.0
102712,0,3.13,91.9,40.09,64.24,60.15,63.51,1,0,2,6.21,60.6715,1.0
102713,0,5.03,72.18,54.43,25.64,36.83,84.52,1,0,1,7.7,45.8565,0.0
102714,0,1.65,57.34,71.01,76.56,39.59,60.52,0,1,2,7.0,58.9845,1.0
102715,1,9.59,61.08,39.71,39.65,49.88,24.86,1,0,2,5.01,43.9065,0.0
102716,0,3.01,60.57,89.69,61.08,96.61,69.51,0,1,1,6.5,80.0295,2.0
102717,1,9.3,59.6,31.92,40.77,76.7,12.71,1,0,0,4.39,50.6525,0.0
102718,1,4.83,54.57,37.2,26.77,52.02,85.42,1,0,2,7.54,46.3385,0.0
102719,0,9.87,76.53,38.13,61.24,96.82,92.93,0,0,1,6.59,73.769,2.0
102720,0,5.99,94.02,66.97,56.86,81.78,63.73,1,0,0,4.61,72.00699999999999,2.0
102721,1,9.38,58.42,73.41,56.89,93.49,89.36,1,0,1,7.83,76.404,2.0
102722,0,1.05,51.2,58.26,40.66,94.91,17.61,1,0,1,8.02,61.9165,1.0
102723,1,7.73,90.31,50.21,96.04,82.55,30.55,0,1,1,7.67,75.03050000000002,2.0
102724,1,9.13,84.51,86.65,25.26,47.02,38.55,1,0,0,5.65,52.408,0.0
102725,0,2.26,95.85,34.78,91.87,99.76,79.59,1,1,0,7.62,82.3835,2.0
102726,0,1.87,49.93,49.62,80.27,52.76,53.58,0,1,2,6.89,58.8085,1.0
102727,1,4.82,48.66,32.74,37.91,77.02,41.35,0,0,2,6.72,51.9835,0.0
102728,1,9.4,72.49,30.97,60.41,89.14,24.23,0,0,2,7.24,62.1675,1.0
102729,1,5.88,76.87,54.74,99.16,42.26,82.96,1,1,2,7.15,66.512,1.0
102730,1,5.75,68.81,43.64,73.28,72.63,11.85,1,0,2,8.0,60.5345,1.0
102731,0,2.27,75.94,48.79,34.55,56.26,40.35,1,1,0,8.93,49.7155,0.0
102732,0,1.01,50.82,87.47,59.32,47.1,31.85,1,1,3,7.63,57.076,1.0
102733,0,8.29,68.78,41.41,60.12,30.82,21.61,1,1,1,6.21,43.138,0.0
102734,0,1.79,79.49,84.62,85.17,91.04,25.48,1,0,2,6.31,80.5775,2.0
102735,0,6.7,65.96,77.25,93.71,39.51,54.44,1,0,1,4.15,64.746,1.0
102736,1,9.23,80.77,52.85,31.17,91.47,48.35,1,0,1,4.8,63.289,1.0
102737,0,2.88,67.07,68.26,48.55,72.05,56.65,1,1,2,5.14,63.379,1.0
102738,0,6.99,60.02,61.11,47.38,73.47,75.49,1,1,1,8.95,63.3325,1.0
102739,0,1.71,58.22,38.99,99.7,88.01,90.31,1,0,1,7.82,78.37950000000001,2.0
102740,0,6.43,64.65,93.5,66.94,65.66,20.66,1,1,3,4.71,66.947,1.0
102741,0,2.48,41.39,69.87,90.99,55.01,17.44,1,1,1,6.49,61.858,1.0
102742,1,7.62,80.11,91.62,56.95,39.72,38.83,0,0,1,5.07,58.35750000000001,1.0
102743,1,3.71,90.71,87.67,79.2,69.93,59.17,1,1,3,5.49,76.7975,2.0
102744,1,5.17,61.28,35.58,46.49,68.72,18.99,0,0,1,7.02,50.8175,0.0
102745,0,6.39,42.76,44.51,93.38,50.57,74.44,1,1,1,7.0,61.6665,1.0
102746,1,2.54,99.21,40.17,59.14,72.0,60.05,0,1,1,8.36,63.94500000000001,1.0
102747,1,7.67,55.82,88.15,85.28,60.76,77.36,0,0,1,4.82,73.53399999999999,2.0
102748,0,3.72,47.6,90.37,44.19,86.39,42.21,0,1,1,6.49,68.33900000000001,1.0
102749,0,6.96,62.19,66.96,77.02,69.16,46.1,1,1,1,6.99,67.68199999999999,1.0
102750,0,2.42,84.31,37.29,55.39,95.36,82.68,0,0,0,8.65,71.3805,2.0
102751,1,7.19,57.63,39.49,27.36,66.26,34.03,0,1,3,6.58,47.095,0.0
102752,1,2.15,74.48,86.95,55.98,92.12,44.33,0,1,0,5.7,75.50800000000001,2.0
102753,0,4.83,64.93,95.04,66.25,66.44,11.21,0,1,0,5.46,66.4385,1.0
102754,0,3.22,47.07,43.96,36.38,69.06,59.98,1,0,3,5.08,52.763,0.0
102755,1,7.74,59.82,30.78,38.79,55.68,86.63,0,1,3,8.81,49.98649999999999,0.0
102756,1,3.36,83.49,53.17,59.86,58.01,12.51,1,0,1,7.01,55.5025,1.0
102757,0,8.94,76.72,32.13,50.7,95.32,65.24,1,1,2,5.52,66.65899999999999,1.0
102758,0,9.03,47.19,87.96,58.06,45.63,86.09,0,0,2,7.73,61.4055,1.0
102759,1,2.77,49.8,64.41,59.56,38.5,54.45,1,1,0,5.45,51.672,0.0
102760,0,6.52,78.44,74.93,35.51,88.11,38.17,0,1,1,6.52,66.363,1.0
102761,1,1.79,88.8,58.8,38.59,70.38,99.69,1,0,2,4.13,64.8895,1.0
102762,1,4.52,60.97,54.19,88.61,49.93,15.83,1,0,3,8.23,58.146,1.0
102763,1,7.42,75.72,45.55,37.2,60.27,28.94,1,0,3,8.78,49.9705,0.0
102764,1,6.93,50.24,83.94,74.94,66.74,89.67,0,1,2,8.33,72.87299999999999,2.0
102765,0,6.62,58.68,78.69,56.39,71.45,36.76,1,1,1,4.86,64.387,1.0
102766,0,3.54,41.22,55.25,97.62,87.47,83.79,1,0,1,8.13,78.5705,2.0
102767,1,4.4,86.1,52.48,29.96,57.6,39.99,1,1,0,5.74,50.755,0.0
102768,1,1.93,64.06,30.09,87.28,77.36,83.08,0,0,3,8.68,69.628,1.0
102769,1,7.47,88.97,34.45,61.86,88.43,71.72,0,1,1,5.5,69.37450000000001,1.0
102770,1,5.53,82.5,73.63,25.4,89.06,52.17,0,0,3,4.45,65.714,1.0
102771,1,7.38,89.72,66.02,44.77,47.8,57.07,1,0,0,8.26,55.8055,1.0
102772,0,3.24,57.14,60.44,55.58,54.51,25.99,0,1,1,4.58,53.3745,0.0
102773,0,3.92,51.11,87.93,48.56,71.64,20.43,1,1,1,6.71,61.95399999999999,1.0
102774,0,4.01,98.31,65.27,52.18,92.0,74.52,1,0,2,5.88,75.582,2.0
102775,0,1.23,83.04,56.91,93.75,85.33,86.37,1,0,3,7.78,81.626,2.0
102776,1,4.07,90.04,41.29,52.07,70.88,74.98,0,1,1,7.74,62.58550000000001,1.0
102777,1,8.23,40.79,87.45,56.41,98.86,92.16,1,0,0,7.88,79.48849999999999,2.0
102778,1,9.08,61.27,70.34,82.08,60.73,90.11,0,0,3,4.32,70.9815,2.0
102779,1,5.66,84.57,36.47,84.54,88.97,80.04,0,1,1,8.29,76.0295,2.0
102780,1,5.1,44.68,75.42,31.31,87.29,90.83,1,0,3,6.33,67.014,1.0
102781,0,1.28,74.04,59.75,77.81,93.56,25.05,1,1,0,5.1,74.0575,2.0
102782,1,8.91,65.74,86.8,61.19,99.14,75.82,1,1,2,5.49,81.51249999999999,2.0
102783,0,1.12,41.06,94.32,35.04,64.7,77.83,1,1,2,8.51,62.15800000000001,1.0
102784,0,9.5,54.16,72.03,44.85,43.69,23.86,1,1,0,4.03,48.712,0.0
102785,0,5.4,57.09,81.21,28.38,62.26,91.86,0,0,3,8.01,60.023,1.0
102786,0,4.08,46.71,33.96,52.02,89.77,10.79,0,0,0,8.62,56.9665,1.0
102787,1,9.32,77.89,69.22,44.16,88.53,49.11,0,1,2,5.25,68.5695,1.0
102788,0,1.22,54.54,82.87,53.66,53.52,11.93,1,0,3,8.11,55.368,1.0
102789,0,6.23,56.66,64.77,68.53,33.31,57.1,1,1,3,4.81,53.12100000000001,0.0
102790,0,5.94,93.89,71.55,79.93,65.69,47.09,1,1,1,4.08,71.382,2.0
102791,1,2.97,68.03,92.93,70.4,63.19,66.08,0,0,1,7.02,71.71350000000001,2.0
102792,1,4.86,63.53,43.87,75.88,36.0,78.98,1,0,1,7.23,54.595000000000006,0.0
102793,1,6.87,83.43,36.88,89.92,85.64,79.17,0,1,1,4.75,76.09,2.0
102794,0,7.54,94.58,78.35,90.54,49.85,75.0,0,1,1,6.56,72.7105,2.0
102795,0,1.01,41.5,87.6,89.55,75.2,19.17,1,1,0,5.93,72.2945,2.0
102796,1,9.43,66.89,89.53,36.49,37.1,47.57,0,1,0,4.38,51.4595,0.0
102797,0,2.48,76.65,74.92,43.83,90.25,83.44,1,0,3,6.54,73.538,2.0
102798,1,3.1,59.11,88.32,62.67,81.75,68.89,1,1,3,6.93,74.744,2.0
102799,1,3.37,86.34,79.05,51.91,57.19,71.29,0,0,1,5.09,64.56700000000001,1.0
102800,0,1.34,98.29,36.12,34.88,74.06,30.42,1,1,2,7.7,54.736,0.0
102801,0,2.11,96.61,83.34,46.58,43.12,39.26,1,1,2,4.36,56.992,1.0
102802,0,9.88,55.96,42.56,98.16,98.98,96.02,1,1,3,6.75,82.893,2.0
102803,0,3.84,53.58,46.56,51.02,85.73,86.22,1,1,3,5.52,66.0525,1.0
102804,1,2.04,97.45,57.63,56.42,85.23,24.84,1,0,3,6.18,67.6905,1.0
102805,1,1.96,67.52,52.02,25.48,40.74,59.02,1,1,1,8.47,43.687000000000005,0.0
102806,1,7.48,52.5,52.52,78.96,31.24,54.15,1,1,3,7.35,51.843,0.0
102807,1,8.69,82.42,41.85,56.02,70.98,49.93,0,0,1,4.74,60.453,1.0
102808,1,3.31,57.07,50.57,32.74,40.09,52.36,1,1,0,8.43,43.273500000000006,0.0
102809,0,1.19,56.03,31.38,97.64,84.63,67.86,1,1,3,5.86,72.6955,2.0
102810,1,3.01,92.75,63.1,83.31,59.13,97.04,0,0,2,5.71,73.122,2.0
102811,1,1.51,49.75,83.8,79.46,53.7,88.78,0,1,1,6.51,69.273,1.0
102812,1,1.93,43.86,90.36,96.84,35.16,88.76,1,0,0,5.03,67.85,1.0
102813,0,4.88,56.15,87.43,55.56,99.72,73.3,1,1,0,8.57,79.22299999999998,2.0
102814,0,3.07,76.42,59.15,78.89,96.92,11.58,1,0,1,6.34,74.2745,2.0
102815,0,5.64,47.39,81.13,40.47,39.21,49.64,0,1,1,5.97,49.77,0.0
102816,0,3.28,68.3,50.15,77.28,53.3,56.0,1,1,0,4.85,60.435,1.0
102817,1,9.46,77.64,33.89,26.06,57.36,85.82,1,1,0,8.01,49.715,0.0
102818,1,9.15,90.92,77.32,34.47,50.78,93.06,0,1,0,8.76,60.2525,1.0
102819,0,6.1,53.79,75.42,56.89,95.41,50.64,0,0,1,8.35,73.143,2.0
102820,0,4.19,89.04,86.11,25.91,80.49,37.04,0,0,3,4.81,64.479,1.0
102821,1,4.43,54.09,73.13,59.65,96.91,40.36,1,1,0,7.76,72.902,2.0
102822,1,4.71,80.61,40.98,64.21,91.22,62.08,1,0,0,5.02,70.4445,2.0
102823,0,7.55,65.84,89.72,71.62,82.82,34.75,1,1,2,4.19,74.895,2.0
102824,0,5.06,46.88,73.91,32.53,78.79,91.97,0,1,3,6.42,64.376,1.0
102825,0,8.71,82.86,86.53,38.58,90.63,47.68,1,1,1,7.35,71.7255,2.0
102826,0,9.5,53.07,84.19,71.0,77.89,99.11,1,0,0,4.62,77.06750000000001,2.0
102827,1,4.02,50.6,50.85,74.36,43.21,19.86,1,1,1,7.03,50.9295,0.0
102828,1,6.05,61.5,35.22,26.94,75.37,26.91,0,0,3,8.22,48.999500000000005,0.0
102829,1,1.86,79.2,42.36,65.53,66.05,56.04,1,1,3,5.05,61.496,1.0
102830,0,2.8,54.04,36.5,83.87,98.73,88.15,0,1,3,6.14,77.042,2.0
102831,0,4.72,51.02,47.04,30.18,65.7,41.86,0,0,2,6.49,49.236,0.0
102832,1,2.86,40.6,62.17,55.99,32.69,85.37,0,0,0,8.16,50.47,0.0
102833,1,8.89,68.3,93.48,49.49,48.49,48.29,0,1,3,7.86,59.699,1.0
102834,1,2.42,65.72,91.04,93.52,94.22,86.77,0,1,1,7.85,89.814,3.0
102835,1,5.1,54.03,80.3,38.94,97.36,34.97,0,0,2,7.4,68.771,1.0
102836,0,6.45,43.22,31.69,48.88,80.99,52.47,1,0,3,7.09,56.4735,1.0
102837,1,7.23,65.76,53.9,92.38,33.98,35.09,0,0,3,6.54,55.853,1.0
102838,1,4.45,87.29,77.76,49.8,31.65,29.37,0,1,1,5.85,50.7455,0.0
102839,1,8.82,82.92,39.03,64.85,63.57,47.9,1,1,2,6.57,59.35,1.0
102840,1,6.11,91.65,86.08,27.48,99.98,40.12,0,0,1,8.27,72.25600000000001,2.0
102841,1,4.96,40.57,94.02,98.87,90.85,80.84,1,0,0,6.85,87.46000000000001,3.0
102842,1,1.61,97.99,54.79,86.87,95.32,77.29,0,0,3,8.93,83.56549999999999,2.0
102843,1,5.18,60.48,79.41,72.58,73.65,42.27,1,1,1,4.71,70.07950000000001,2.0
102844,0,8.39,99.42,40.37,29.56,90.14,99.3,1,0,2,6.21,66.88499999999999,1.0
102845,0,6.53,55.16,78.36,30.62,52.38,97.65,0,1,0,5.0,56.941,1.0
102846,0,8.49,68.29,31.5,65.87,31.92,92.61,1,0,3,5.83,50.029500000000006,0.0
102847,0,5.45,61.24,40.55,46.38,94.28,62.79,1,1,3,7.95,65.106,1.0
102848,1,2.07,61.35,79.69,71.71,45.29,47.11,1,0,2,8.12,60.563,1.0
102849,0,1.12,90.54,79.83,69.86,80.99,38.17,0,0,1,4.16,74.64849999999998,2.0
102850,0,3.73,84.79,74.88,87.9,76.13,11.35,0,1,1,8.77,73.2105,2.0
102851,1,7.28,99.53,63.42,46.1,41.07,66.86,1,1,3,8.36,55.2225,1.0
102852,1,8.11,76.81,77.24,68.34,43.7,59.78,0,0,0,8.52,61.48700000000001,1.0
102853,0,3.66,67.8,84.17,83.3,53.04,66.69,1,0,1,5.88,69.672,1.0
102854,0,5.46,45.4,97.65,61.81,82.99,61.84,0,0,2,6.48,74.753,2.0
102855,1,4.79,99.79,92.2,87.3,32.75,22.39,1,0,3,4.84,63.9455,1.0
102856,0,4.69,73.09,85.62,34.85,58.49,72.58,1,1,0,5.98,60.875,1.0
102857,1,3.08,82.03,78.63,80.04,76.56,42.44,0,0,2,4.63,74.97900000000001,2.0
102858,1,2.23,64.4,70.19,95.72,42.0,56.47,1,1,0,8.32,64.75500000000001,1.0
102859,1,2.77,72.86,38.44,49.89,38.36,42.91,1,0,0,6.91,45.1635,0.0
102860,1,1.5,96.55,41.59,52.48,57.31,11.98,1,0,3,4.68,52.3495,0.0
102861,0,2.78,49.99,87.42,31.27,50.06,88.89,1,1,0,8.4,56.71050000000001,1.0
102862,1,1.08,57.54,86.23,73.11,75.44,23.39,0,0,1,4.4,70.0205,2.0
102863,1,6.65,49.12,73.01,66.43,97.87,62.4,0,0,1,8.63,76.616,2.0
102864,0,3.85,87.53,60.72,28.03,30.31,89.48,0,1,0,4.53,47.461,0.0
102865,1,9.76,43.72,31.82,81.42,93.17,29.92,1,0,3,7.59,66.6925,1.0
102866,0,2.74,44.9,52.9,87.2,60.33,47.08,1,0,3,7.23,62.6935,1.0
102867,0,4.11,57.91,59.44,93.03,76.48,44.0,1,0,0,7.91,72.1045,2.0
102868,0,4.22,70.85,64.01,65.93,89.57,18.03,0,0,1,6.82,69.52199999999999,1.0
102869,1,1.08,64.38,95.05,58.94,70.14,48.12,1,1,1,5.75,69.544,1.0
102870,0,8.55,42.69,37.61,90.71,36.81,53.15,1,0,3,5.37,52.667,0.0
102871,0,1.29,97.45,66.32,54.9,39.84,12.39,1,0,3,8.73,51.917,0.0
102872,1,9.46,97.17,55.75,74.16,85.25,53.93,0,0,2,6.21,74.6375,2.0
102873,0,9.03,56.76,99.31,71.15,46.04,18.44,0,0,2,8.21,61.2835,1.0
102874,0,5.82,83.89,90.33,52.91,69.83,90.32,0,1,0,7.62,73.15499999999999,2.0
102875,0,5.89,74.71,60.72,31.52,59.97,68.51,1,0,0,7.28,55.3355,1.0
102876,0,6.88,54.25,99.98,26.61,51.25,15.08,1,0,3,8.85,51.519000000000005,0.0
102877,0,4.48,55.73,65.98,57.12,85.09,84.43,0,1,3,6.83,71.27349999999998,2.0
102878,1,6.83,69.47,41.7,61.09,81.19,42.54,1,1,2,7.67,63.23,1.0
102879,0,1.4,65.15,68.91,86.7,75.23,30.31,0,0,0,8.25,71.3335,2.0
102880,0,1.49,57.47,45.83,56.08,56.09,32.85,0,1,2,4.23,51.84949999999999,0.0
102881,1,5.12,88.45,74.54,46.09,45.85,63.79,0,0,2,8.98,57.702,1.0
102882,1,5.95,68.89,95.62,59.66,66.11,17.34,1,1,2,5.31,65.8005,1.0
102883,1,8.99,79.29,85.03,42.85,87.2,15.29,0,0,1,7.51,67.6965,1.0
102884,0,1.94,51.36,49.12,31.85,70.3,66.48,0,1,0,8.77,54.1755,0.0
102885,1,8.4,72.01,50.78,33.48,97.91,98.37,1,0,2,7.82,69.83250000000001,1.0
102886,0,2.89,59.08,34.85,48.94,31.08,53.51,0,0,1,5.15,41.342,0.0
102887,0,4.55,71.58,50.01,25.95,99.88,47.2,0,0,1,5.81,63.3255,1.0
102888,1,3.85,86.85,36.48,41.52,78.4,95.25,1,0,0,6.07,63.326,1.0
102889,1,4.6,86.13,64.96,84.06,88.29,31.69,1,0,2,6.93,76.6905,2.0
102890,0,2.35,61.25,79.58,42.6,53.45,31.65,0,1,3,7.01,54.5635,0.0
102891,1,5.53,81.66,82.58,33.3,65.58,91.46,0,1,0,7.94,65.106,1.0
102892,0,8.21,96.48,34.17,96.18,85.79,68.22,1,0,2,8.3,77.3755,2.0
